creature_random_myth_beast_fiend

YES_RANDOM_DEMON!OBJECT:CREATURE]


[CREATURE:BOAR_FIEND_CLOCK]
	[DESCRIPTION:A huge two-tailed pig-like monster twisted into humanoid shape. Its skin is colored dark peach. This evil creature has hooves, dark peach hair, and tusks. It is a sapient creature. It roams the Underworld. It smells of brimstone. It has good skills in weaponry and evasive arts. Beware its fire! It is unaging. Its parts are worth four times as much as those of normal creatures. It is associated with crafts, wisdom, and chaos.]
	[CREATURE_TILE:38]
	[COLOR:6:0:1]
	[FANCIFUL]
	[INTELLIGENT]
	[FLIER]
	[FIREIMMUNE]
	[FIREIMMUNE_SUPER]
	[PRONE_TO_RAGE:2]
	[LARGE_PREDATOR]
	[NO_EAT]
	[NO_DRINK]
	[SUPERNATURAL]
	[CASTE:FEMALE]
	[FEMALE]
	[CASTE:MALE]
	[MALE]
	[SELECT_CASTE:ALL]
	[EVIL]
	[LARGE_ROAMING]
	[FREQUENCY:50]
	[BIOME:SUBTERRANEAN_CHASM]
	[UNDERGROUND_DEPTH:5:5]
	[POPULATION_NUMBER:14:28]
	[CLUSTER_NUMBER:3:7]
	[DIFFICULTY:4]
	[SPHERE:DEPRAVITY]
	[SPHERE:DEFORMITY]
	[CAN_DO_INTERACTION:MATERIAL_EMISSION]
		[CDI:ADV_NAME:Breath fire]
		[CDI:USAGE_HINT:ATTACK]
		[CDI:BP_REQUIRED:BY_CATEGORY:MOUTH]
		[CDI:FLOW:FIREBALL]
		[CDI:TARGET:C:LINE_OF_SIGHT]
		[CDI:TARGET_RANGE:C:11]
		[CDI:MAX_TARGET_NUMBER:C:1]
		[CDI:WAIT_PERIOD:38]
	[SWIMS_LEARNED]
	[APPLY_CREATURE_VARIATION:STANDARD_BIPED_GAITS:900:657:438:219:1900:2900]
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:4732:4026:3327:1097:5922:7567]
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:8390:8204:8040:4388:8989:9567]
	[APPLY_CREATURE_VARIATION:STANDARD_CLIMBING_GAITS:900:657:438:219:1900:2900]
	[APPLY_CREATURE_VARIATION:STANDARD_FLYING_GAITS:900:657:438:219:1900:2900]
	[PETVALUE:3700]
	[NATURAL_SKILL:AXE:9]
	[NATURAL_SKILL:BITE:9]
	[NATURAL_SKILL:DAGGER:9]
	[NATURAL_SKILL:DODGING:9]
	[NATURAL_SKILL:GRASP_STRIKE:9]
	[NATURAL_SKILL:HAMMER:9]
	[NATURAL_SKILL:MACE:9]
	[NATURAL_SKILL:PIKE:9]
	[NATURAL_SKILL:SITUATIONAL_AWARENESS:9]
	[NATURAL_SKILL:SNEAK:9]
	[NATURAL_SKILL:SPEAR:9]
	[NATURAL_SKILL:STANCE_STRIKE:9]
	[NATURAL_SKILL:SWORD:9]
	[NATURAL_SKILL:WHIP:9]
	[NATURAL_SKILL:CLIMBING:15]
	[STANCE_CLIMBER]
	[TRAPAVOID]
	[WEBIMMUNE]
	[EXTRAVISION]
	[CHILD:1]
	[GENERAL_CHILD_NAME:menaced scorpion arstruk:menaced scorpion arstruks:menaced scorpion arstruk]
	[HOMEOTHERM:10068]
	[ALL_ACTIVE]
	[PREFSTRING:menacing character]
	[PREFSTRING:evil character]
	[CREATURE_CLASS:ALL_CREATURES] [BODY:HUMANOID_6ARMS:UPPERBODY_PINCERS:5FINGERS:3TOES:KO_RCS_2TAILS:KO_RCS_TAIL_STINGER:MOUTH:2TUSKS:2WINGS:2EYES:BRAIN:HEART:GUTS]
	[BODY_SIZE:0:0:372600]
	[BODY_SIZE:1:0:745200]
	[BODY_SIZE:12:0:1863000]
	[BODY_APPEARANCE_MODIFIER:HEIGHT:90:95:98:100:102:105:110]
	[BODY_APPEARANCE_MODIFIER:BROADNESS:90:95:98:100:102:105:110]
	[BODY_DETAIL_PLAN:CHITIN_MATERIALS]
	[SELECT_MATERIAL:CHITIN]
	[STATE_COLOR:ALL:YELLOW]
	[DISPLAY_COLOR:6:0:1]
	[USE_MATERIAL_TEMPLATE:IVORY:TOOTH_TEMPLATE]
		[STATE_NAME:ALL_SOLID:ivory]
		[STATE_ADJ:ALL_SOLID:ivory]
	[BODY_DETAIL_PLAN:CHITIN_TISSUES]
	[USE_TISSUE_TEMPLATE:IVORY:IVORY_TEMPLATE]
	[TISSUE_NAME:ivory:NP]
	[BODY_DETAIL_PLAN:EXOSKELETON_TISSUE_LAYERS:CHITIN:FAT:MUSCLE]
	[SELECT_TISSUE_LAYER:HEART:BY_CATEGORY:HEART]
	[PLUS_TISSUE_LAYER:SKIN:BY_CATEGORY:THROAT]
	[TL_MAJOR_ARTERIES]
	[BODY_DETAIL_PLAN:STANDARD_HEAD_POSITIONS]
	[BODY_DETAIL_PLAN:HUMANOID_RIBCAGE_POSITIONS]
	[USE_MATERIAL_TEMPLATE:SINEW:SINEW_TEMPLATE]
	[TENDONS:LOCAL_CREATURE_MAT:SINEW:200]
	[LIGAMENTS:LOCAL_CREATURE_MAT:SINEW:200]
	[HAS_NERVES]
	[USE_MATERIAL_TEMPLATE:ICHOR:ICHOR_TEMPLATE]
	YES_STANDARD_BLOOD[BLOOD:CREATURE_MAT:ANIMAL_BLOOD:ICHOR:LIQUID]
	[CREATURE_CLASS:GENERAL_POISON]
	[GETS_WOUND_INFECTIONS]
	[GETS_INFECTIONS_FROM_ROT]
	[USE_MATERIAL_TEMPLATE:PUS:PUS_TEMPLATE]
	[PUS:LOCAL_CREATURE_MAT:PUS:LIQUID]
	[NOPAIN]
	[NOSTUN]
	[NONAUSEA]
	[NOFEAR]
	[NOEXERT]
	[NO_DIZZINESS]
	[NO_FEVERS]
	[SET_TL_GROUP:BY_CATEGORY:ALL:CHITIN]
	[TL_COLOR_MODIFIER:YELLOW:1]
	[TLCM_NOUN:chitin:SINGULAR]
	[SET_TL_GROUP:BY_CATEGORY:ALL:EYE]
	[TL_COLOR_MODIFIER:BLACK:1]
	[TLCM_NOUN:eyes:PLURAL]
	[SMELL_TRIGGER:30]
	[ODOR_LEVEL:90]
	[ODOR_STRING:brimstone]
	[SELECT_CASTE:FEMALE]
		[MULTIPLE_LITTER_RARE]
	[SELECT_CASTE:ALL]
	[USE_MATERIAL_TEMPLATE:VENOM:CREATURE_EXTRACT_TEMPLATE][REACTION_CLASS:ADD_SPATTER_VENOM][MILKABLE:LOCAL_CREATURE_MAT:VENOM:10000]
		[STATE_NAME:ALL:menaced scorpion arstruk venom]
		[STATE_ADJ:ALL:menaced scorpion arstruk venom]
		[PREFIX:NONE]
			[SYNDROME]
				[SYN_NAME:menaced scorpion arstruk sickness]
				[SYN_AFFECTED_CLASS:GENERAL_POISON]
				[SYN_IMMUNE_CREATURE:SCORPION_FIEND_MENACE:ALL]
				[SYN_CONTACT]
				[SYN_INHALED]
				[SYN_INJECTED]
				[ENTERS_BLOOD]
				[CE_PAIN:SEV:100:PROB:100:BP:BY_CATEGORY:ALL:ALL:START:0:PEAK:480:END:2250]
				[CE_PARALYSIS:SEV:100:PROB:100:LOCALIZED:START:0:PEAK:240:END:2700]
	[SELECT_MATERIAL:ALL]
	[HEATDAM_POINT:NONE]
	[MELTING_POINT:NONE]
	[BOILING_POINT:NONE]
	[IGNITE_POINT:NONE]
	[MULTIPLY_VALUE:5]
	[SELECT_MATERIAL:BLOOD]
	[PLUS_MATERIAL:PUS]
	[PLUS_MATERIAL:VENOM]
	[MELTING_POINT:10000]
	[ATTACK:TUSK_GORE:BODYPART:BY_CATEGORY:TUSK]
		[ATTACK_SKILL:BITE]
		[ATTACK_VERB:gore:gores]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_WITH]
	[ATTACK:M_BITE:BODYPART:BY_CATEGORY:MOUTH]
		[ATTACK_SKILL:BITE]
		[ATTACK_VERB:bite:bites]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_EDGE]
		[ATTACK_FLAG_CANLATCH]
	[ATTACK:PINCER:BODYPART:BY_CATEGORY:PINCER]
		[ATTACK_SKILL:GRASP_STRIKE]
		[ATTACK_VERB:snatch:snatches]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_EDGE]
		[ATTACK_FLAG_CANLATCH]
	[ATTACK:STING:BODYPART:BY_CATEGORY:STINGER]
		[ATTACK_SKILL:STANCE_STRIKE]
		[ATTACK_VERB:sting:stings]
		[ATTACK_CONTACT_PERC:5]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:4:4]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_EDGE]
		[SPECIALATTACK_INJECT_EXTRACT:LOCAL_CREATURE_MAT:VENOM:LIQUID:100:100]
	[PHYS_ATT_RANGE:STRENGTH:450:950:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:AGILITY:450:950:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:ENDURANCE:700:1200:1400:1500:1600:1800:2500]
	[PHYS_ATT_RANGE:RECUPERATION:450:950:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:DISEASE_RESISTANCE:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:ANALYTICAL_ABILITY:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:FOCUS:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:WILLPOWER:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:CREATIVITY:450:950:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:INTUITION:150:600:800:900:1000:1100:1500]
	[MENT_ATT_RANGE:MEMORY:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:LINGUISTIC_ABILITY:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:SPATIAL_SENSE:150:600:800:900:1000:1100:1500]
	[MENT_ATT_RANGE:MUSICALITY:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:KINESTHETIC_SENSE:150:600:800:900:1000:1100:1500]
	[MENT_ATT_RANGE:EMPATHY:0:400:600:750:800:900:1100]
	[MENT_ATT_RANGE:SOCIAL_AWARENESS:1250:1500:1750:2000:2500:3000:5000]
	[PERSONALITY:HATE_PROPENSITY:70:85:100]
	[PERSONALITY:ENVY_PROPENSITY:0:60:100]
	[PERSONALITY:CHEER_PROPENSITY:0:0:0]
	[PERSONALITY:DEPRESSION_PROPENSITY:0:0:0]
	[PERSONALITY:ANGER_PROPENSITY:0:55:100]
	[PERSONALITY:ANXIETY_PROPENSITY:0:0:0]
	[PERSONALITY:LUST_PROPENSITY:0:55:100]
	[PERSONALITY:STRESS_VULNERABILITY:0:0:0]
	[PERSONALITY:WASTEFULNESS:0:55:100]
	[PERSONALITY:FRIENDLINESS:0:5:10]
	[PERSONALITY:DISDAIN_ADVICE:100:100:100]
	[PERSONALITY:BRAVERY:0:55:100]
	[PERSONALITY:VANITY:0:45:100]
	[PERSONALITY:AMBITION:0:55:100]
	[PERSONALITY:GRATITUDE:0:0:0]
	[PERSONALITY:IMMODESTY:0:45:100]
	[PERSONALITY:VENGEFUL:40:70:100]
	[PERSONALITY:PRIDE:100:100:100]
	[PERSONALITY:CRUELTY:100:100:100]
	[PERSONALITY:BASHFUL:0:0:0]
	[PERSONALITY:PRIVACY:0:45:100]
	[PERSONALITY:PERFECTIONIST:0:55:100]
	[PERSONALITY:CLOSEMINDED:0:45:100]
	[PERSONALITY:TOLERANT:0:40:100]
	[PERSONALITY:EMOTIONALLY_OBSESSIVE:0:55:100]
	[PERSONALITY:SWAYED_BY_EMOTIONS:0:0:0]
	[PERSONALITY:ALTRUISM:0:0:0]
	[PERSONALITY:DUTIFULNESS:0:55:100]
	[PERSONALITY:ORDERLINESS:0:55:100]
	[PERSONALITY:TRUST:0:0:0]
	[PERSONALITY:GREGARIOUSNESS:0:45:100]
	[PERSONALITY:ASSERTIVENESS:100:100:100]

[CREATURE:VULTURE_FIEND_REND]
	[DESCRIPTION:A huge winged one-eyed bird-like monster twisted into humanoid shape. Its skin is colored purple taupe. This evil creature has purple taupe feathers, a beak, and tusks. It is a sapient creature. It lives in the Underworld. It smells of brimstone. It has good skills in the evasive arts. Its attacks are very powerful. It is unaging. Its parts are worth four times as much as those of normal creatures. It is associated with darkness.]
	[NAME:rent vulture inta:rent vulture intas:rent vulture inta]
	[CASTE_NAME:rent vulture inta:rent vulture intas:rent vulture inta]
	[CREATURE_TILE:38]
	[COLOR:0:0:1]
	[FANCIFUL]
	[INTELLIGENT]
	[FLIER]
	[FIREIMMUNE]
	[FIREIMMUNE_SUPER]
	[LARGE_PREDATOR]
	[NO_EAT]
	[NO_DRINK]
	[SUPERNATURAL]
	[CASTE:FEMALE]
	[FEMALE]
	[CASTE:MALE]
	[MALE]
	[SELECT_CASTE:ALL]
	[EVIL]
	[LARGE_ROAMING]
	[FREQUENCY:50]
	[BIOME:SUBTERRANEAN_CHASM]
	[UNDERGROUND_DEPTH:5:5]
	[POPULATION_NUMBER:16:33]
	[CLUSTER_NUMBER:4:8]
	[DIFFICULTY:4]
	[SPHERE:DARKNESS]
	[BUILDINGDESTROYER:1]
	[SWIMS_LEARNED]
	[APPLY_CREATURE_VARIATION:STANDARD_BIPED_GAITS:900:657:438:219:1900:2900]
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:4732:4026:3327:1097:5922:7567]
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:8390:8204:8040:4388:8989:9567]
	[APPLY_CREATURE_VARIATION:STANDARD_CLIMBING_GAITS:4732:4026:3327:1097:5922:7567]
	[APPLY_CREATURE_VARIATION:STANDARD_FLYING_GAITS:900:657:438:219:1900:2900]
	[PETVALUE:2500]
	[NATURAL_SKILL:BITE:9]
	[NATURAL_SKILL:DODGING:9]
	[NATURAL_SKILL:GRASP_STRIKE:9]
	[NATURAL_SKILL:SITUATIONAL_AWARENESS:9]
	[NATURAL_SKILL:SNEAK:9]
	[NATURAL_SKILL:STANCE_STRIKE:9]
	[TRAPAVOID]
	[WEBIMMUNE]
	[EXTRAVISION]
	[VISION_ARC:90:130]
	[CHILD:1]
	[GENERAL_CHILD_NAME:rent vulture inta:rent vulture intas:rent vulture inta]
	[HOMEOTHERM:10068]
	[ALL_ACTIVE]
	[PREFSTRING:rending character]
	[PREFSTRING:primitive character]
	[CREATURE_CLASS:ALL_CREATURES] [BODY:HUMANOID_NECK:5FINGERS:5TOES:TAIL:BEAK:2TUSKS:2WINGS:1EYE:2EARS:2LUNGS:HEART:GUTS:TONGUE:ORGANS:GIZZARD:THROAT:NECK:SPINE:BRAIN:SKULL:RIBCAGE]
	[BODY_SIZE:0:0:1890]
	[BODY_SIZE:1:0:756000]
	[BODY_SIZE:12:0:1890000]
	[BODY_APPEARANCE_MODIFIER:HEIGHT:90:95:98:100:102:105:110]
	[BODY_APPEARANCE_MODIFIER:BROADNESS:90:95:98:100:102:105:110]
	[BODY_DETAIL_PLAN:STANDARD_MATERIALS]
	[SELECT_MATERIAL:SKIN]
	[STATE_COLOR:ALL:TAUPE_PURPLE]
	[DISPLAY_COLOR:0:0:1]
	[USE_MATERIAL_TEMPLATE:FEATHER:FEATHER_TEMPLATE]
	[SELECT_MATERIAL:FEATHER]
		[STATE_COLOR:ALL:TAUPE_PURPLE]
		[DISPLAY_COLOR:0:0:1]
	[USE_MATERIAL_TEMPLATE:CLAW:NAIL_TEMPLATE]
	[USE_MATERIAL_TEMPLATE:IVORY:TOOTH_TEMPLATE]
		[STATE_NAME:ALL_SOLID:ivory]
		[STATE_ADJ:ALL_SOLID:ivory]
	[BODY_DETAIL_PLAN:STANDARD_TISSUES]
	[USE_TISSUE_TEMPLATE:FEATHER:FEATHER_TEMPLATE]
	[USE_TISSUE_TEMPLATE:CLAW:CLAW_TEMPLATE]
	[TISSUE_LAYER:BY_CATEGORY:TOE:CLAW:FRONT]
	[TISSUE_LAYER:BY_CATEGORY:FINGER:CLAW:FRONT]
	[USE_TISSUE_TEMPLATE:IVORY:IVORY_TEMPLATE]
	[TISSUE_NAME:ivory:NP]
	[BODY_DETAIL_PLAN:VERTEBRATE_TISSUE_LAYERS:SKIN:FAT:MUSCLE:BONE:CARTILAGE]
	[BODY_DETAIL_PLAN:BODY_FEATHER_TISSUE_LAYERS_NO_HEAD:FEATHER]
	[SELECT_TISSUE_LAYER:HEART:BY_CATEGORY:HEART]
	[PLUS_TISSUE_LAYER:SKIN:BY_CATEGORY:THROAT]
	[TL_MAJOR_ARTERIES]
	[BODY_DETAIL_PLAN:STANDARD_HEAD_POSITIONS]
	[BODY_DETAIL_PLAN:HUMANOID_RIBCAGE_POSITIONS]
	[USE_MATERIAL_TEMPLATE:SINEW:SINEW_TEMPLATE]
	[TENDONS:LOCAL_CREATURE_MAT:SINEW:200]
	[LIGAMENTS:LOCAL_CREATURE_MAT:SINEW:200]
	[HAS_NERVES]
	[USE_MATERIAL_TEMPLATE:BLOOD:BLOOD_TEMPLATE]
	YES_STANDARD_BLOOD[BLOOD:CREATURE_MAT:ANIMAL_BLOOD:BLOOD:LIQUID]
	[CREATURE_CLASS:GENERAL_POISON]
	[GETS_WOUND_INFECTIONS]
	[GETS_INFECTIONS_FROM_ROT]
	[USE_MATERIAL_TEMPLATE:PUS:PUS_TEMPLATE]
	[PUS:LOCAL_CREATURE_MAT:PUS:LIQUID]
	[NOPAIN]
	[NOSTUN]
	[NONAUSEA]
	[NOFEAR]
	[NOEXERT]
	[NO_DIZZINESS]
	[NO_FEVERS]
	[SET_TL_GROUP:BY_CATEGORY:ALL:SKIN]
	[TL_COLOR_MODIFIER:TAUPE_PURPLE:1]
	[TLCM_NOUN:skin:SINGULAR]
	[SET_TL_GROUP:BY_CATEGORY:ALL:FEATHER]
	[TL_COLOR_MODIFIER:TAUPE_PURPLE:1]
	[TLCM_NOUN:feathers:PLURAL]
	[SET_TL_GROUP:BY_CATEGORY:ALL:EYE]
	[TL_COLOR_MODIFIER:BLACK:1]
	[TLCM_NOUN:eye:SINGULAR]
	[SMELL_TRIGGER:30]
	[ODOR_LEVEL:90]
	[ODOR_STRING:brimstone]
	[BODY_DETAIL_PLAN:EGG_MATERIALS]
	[SELECT_CASTE:FEMALE]
		[LAYS_EGGS]
		[EGG_MATERIAL:LOCAL_CREATURE_MAT:EGGSHELL:SOLID]
		[EGG_MATERIAL:LOCAL_CREATURE_MAT:EGG_WHITE:LIQUID]
		[EGG_MATERIAL:LOCAL_CREATURE_MAT:EGG_YOLK:LIQUID]
		[EGG_SIZE:1891]
		[CLUTCH_SIZE:5:16]
	[SELECT_CASTE:ALL]
	[SELECT_MATERIAL:ALL]
	[HEATDAM_POINT:NONE]
	[MELTING_POINT:NONE]
	[BOILING_POINT:NONE]
	[IGNITE_POINT:NONE]
	[MULTIPLY_VALUE:4]
	[SELECT_MATERIAL:BLOOD]
	[PLUS_MATERIAL:PUS]
	[PLUS_MATERIAL:VENOM]
	[MELTING_POINT:10000]
	[ATTACK:KICK:BODYPART:BY_TYPE:STANCE]
		[ATTACK_SKILL:STANCE_STRIKE]
		[ATTACK_VERB:kick:kicks]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:4:4]
		[ATTACK_VELOCITY_MODIFIER:3000]
		[ATTACK_PRIORITY:SECOND]
		[ATTACK_FLAG_BAD_MULTIATTACK]
	[ATTACK:PUNCH:BODYPART:BY_CATEGORY:HAND]
		[ATTACK_SKILL:GRASP_STRIKE]
		[ATTACK_VERB:punch:punches]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_VELOCITY_MODIFIER:3000]
		[ATTACK_PRIORITY:MAIN]
	[ATTACK:TUSK_GORE:BODYPART:BY_CATEGORY:TUSK]
		[ATTACK_SKILL:BITE]
		[ATTACK_VERB:gore:gores]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_VELOCITY_MODIFIER:3000]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_WITH]
	[ATTACK:BITE:BODYPART:BY_CATEGORY:BEAK]
		[ATTACK_SKILL:BITE]
		[ATTACK_VERB:bite:bites]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_VELOCITY_MODIFIER:3000]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_EDGE]
		[ATTACK_FLAG_CANLATCH]
	[ATTACK:FOOT_SLASH:CHILD_TISSUE_LAYER_GROUP:BY_TYPE:STANCE:BY_CATEGORY:ALL:CLAW]
		[ATTACK_SKILL:STANCE_STRIKE]
		[ATTACK_VERB:slash:slashes]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_VELOCITY_MODIFIER:3000]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_EDGE]
	[ATTACK:HAND_SLASH:CHILD_TISSUE_LAYER_GROUP:BY_TYPE:GRASP:BY_CATEGORY:FINGER:CLAW]
		[ATTACK_SKILL:GRASP_STRIKE]
		[ATTACK_VERB:slash:slashes]
		[ATTACK_CONTACT_PERC:100]
		[ATTACK_PENETRATION_PERC:100]
		[ATTACK_PREPARE_AND_RECOVER:3:3]
		[ATTACK_VELOCITY_MODIFIER:3000]
		[ATTACK_PRIORITY:MAIN]
		[ATTACK_FLAG_EDGE]
	[PHYS_ATT_RANGE:STRENGTH:5000:5000:5000:5000:5000:5000:5000]
	[PHYS_ATT_RANGE:TOUGHNESS:450:950:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:ENDURANCE:450:950:1150:1250:1350:1550:2250]
	[PHYS_ATT_RANGE:DISEASE_RESISTANCE:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:ANALYTICAL_ABILITY:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:FOCUS:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:WILLPOWER:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:CREATIVITY:450:950:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:INTUITION:450:950:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:PATIENCE:450:950:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:MEMORY:1250:1500:1750:2000:2500:3000:5000]
	[MENT_ATT_RANGE:LINGUISTIC_ABILITY:700:1200:1400:1500:1600:1800:2500]
	[MENT_ATT_RANGE:MUSICALITY:150:600:800:900:1000:1100:1500]
	[MENT_ATT_RANGE:EMPATHY:450:950:1150:1250:1350:1550:2250]
	[MENT_ATT_RANGE:SOCIAL_AWARENESS:700:1200:1400:1500:1600:1800:2500]
	[PERSONALITY:HATE_PROPENSITY:0:55:100]
	[PERSONALITY:CHEER_PROPENSITY:0:0:0]
	[PERSONALITY:DEPRESSION_PROPENSITY:0:0:0]
	[PERSONALITY:ANGER_PROPENSITY:80:90:100]
	[PERSONALITY:ANXIETY_PROPENSITY:0:0:0]
	[PERSONALITY:LUST_PROPENSITY:0:55:100]
	[PERSONALITY:STRESS_VULNERABILITY:0:0:0]
	[PERSONALITY:VIOLENT:70:85:100]
	[PERSONALITY:WASTEFULNESS:0:60:100]
	[PERSONALITY:FRIENDLINESS:0:0:0]
	[PERSONALITY:POLITENESS:0:35:100]
	[PERSONALITY:DISDAIN_ADVICE:100:100:100]
	[PERSONALITY:BRAVERY:40:70:100]
	[PERSONALITY:GRATITUDE:0:0:0]
	[PERSONALITY:HUMOR:0:55:100]
	[PERSONALITY:VENGEFUL:40:70:100]
	[PERSONALITY:PRIDE:100:100:100]
	[PERSONALITY:CRUELTY:100:100:100]
	[PERSONALITY:SINGLEMINDED:0:55:100]
	[PERSONALITY:HOPEFUL:0:45:100]
	[PERSONALITY:CURIOUS:0:60:100]
	[PERSONALITY:BASHFUL:0:0:0]
	[PERSONALITY:EMOTIONALLY_OBSESSIVE:0:45:100]
	[PERSONALITY:SWAYED_BY_EMOTIONS:0:0:0]
	[PERSONALITY:ALTRUISM:0:0:0]
	[PERSONALITY:ORDERLINESS:0:45:100]
	[PERSONALITY:TRUST:0:5:10]
	[PERSONALITY:GREGARIOUSNESS:0:45:100]
	[PERSONALITY:ASSERTIVENESS:100:100:100]
	[PERSONALITY:ACTIVITY_LEVEL:0:55:100]
	[PERSONALITY:EXCITEMENT_SEEKING:0:55:100]

[CREATURE:PANTHER_FIEND_SHRINE]
	[DESCRIPTION:A huge and swift eight-armed feline monster twisted into humanoid shape. Its skin is colored lemon. This evil creature has lemon hair and light brown eyes. It is a sapient creature. It makes its home in the Underworld. It smells of brimstone. Its attacks are very powerful. It is unaging. Its parts are worth six times as much as those of normal creatures. It is associated with inspiration and chaos.]
	[NAME:shrine panther empsabi:shrine panther empsabis:shrine panther empsabi]
	[CASTE_NAME:shrine panther empsabi:shrine panther empsabis:shrine panther empsabi]
	[CREATURE_TILE:38]
	[COLOR:6:0:1]
	[FANCIFUL]
	[INTELLIGENT]
	[FIREIMMUNE]
	[FIREIMMUNE_SUPER]
	[LARGE_PREDATOR]
	[NO_EAT]
	[NO_DRINK]
	[SUPERNATURAL]
	[CASTE:FEMALE]
	[FEMALE]
	[CASTE:MALE]
	[MALE]
	[SELECT_CASTE:ALL]
	[EVIL]
	[LARGE_ROAMING]
	[FREQUENCY:50]
	[BIOME:SUBTERRANEAN_CHASM]
	[UNDERGROUND_DEPTH:5:5]
	[POPULATION_NUMBER:17:35]
	[CLUSTER_NUMBER:4:8]
	[DIFFICULTY:4]
	[SPHERE:INSPIRATION]
	[SPHERE:CHAOS]
	[SWIMS_LEARNED]
	[APPLY_CREATURE_VARIATION:STANDARD_BIPED_GAITS:900:528:352:176:1900:2900]
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:3512:2634:1756:878:4900:6900]
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:7780:7508:7254:2925:8478:9233]
	[APPLY_CREATURE_VARIATION:STANDARD_CLIMBING_GAITS:3512:2634:1756:878:4900:6900]
	[PETVALUE:3100]
	[NATURAL_SKILL:BITE:9]
	[NATURAL_SKILL:GRASP_STRIKE:9]
	[NATURAL_SKILL:STANCE_STRIKE:9]
	[TRAPAVOID]
	[WEBIMMUNE]
	[EXTRAVISION]
	[CHILD:1]
	[GENERAL_CHILD_NAME:shrine panther empsabi:shrine panther empsabis:shrine panther empsabi]
	[HOMEOTHERM:10068]
	[ALL_ACTIVE]
	[PREFSTRING:shrines]
	[PREFSTRING:holy character]
	[CREATURE_CLASS:ALL_CREATURES] [BODY:HUMANOID_NECK:KO_RCS_6_EXTRA_ARMS:5FINGERS:5TOES:TAIL:MOUTH:GENERIC_TEETH_WITH_LARGE_EYE_TEETH:NOSE:2EYES:2EARS:2LUNGS:HEART:GUTS:TONGUE:ORGANS:THROAT:NECK:SPINE:BRAIN:SKULL:RIBCAGE]
	[BODY_SIZE:0:0:360000]
	[BODY_SIZE:1:0:720000]
	[BODY_SIZE:12:0:1800000]
	[BODY_APPEARANCE_MODIFIER:HEIGHT:90:95:98:100:102:105:110]
